STATE,DISTRICT,YEAR,MURDER,RAPE,KIDNAPPING,THEFT,DOWRY_DEATHS,OTHER_CRIMES,TOTAL_CRIMES
28,413,2009,61,41,60,532,13,3530,4237
28,416,2009,73,15,68,1023,9,2517,3705
28,417,2009,55,27,40,349,19,2416,2906
28,444,2009,71,46,84,560,14,3337,4112
28,498,2009,152,23,87,1166,7,2810,4245
28,499,2009,81,29,39,261,4,1940,2354
28,605,2009,86,53,89,512,6,3485,4231
28,651,2009,85,48,101,492,8,4521,5255
28,683,2009,51,54,63,151,2,1397,1718
28,718,2009,25,11,47,273,3,2098,2457
28,765,2009,43,17,83,632,10,2621,3406
28,792,2009,83,36,84,626,21,4288,5138
28,801,2009,56,18,28,264,4,1663,2033
28,871,2009,45,20,47,464,4,2963,3543
28,885,2009,143,109,180,1117,15,5903,7467
28,872,2009,3068,1519,2870,28324,436,130348,166565
29,259,2009,11,5,2,78,0,193,289
29,634,2009,2,0,0,3,0,33,38
29,815,2009,8,8,2,65,0,151,234
29,931,2009,5,5,2,13,0,83,108
29,872,2009,26,18,6,159,0,460,669
30,43,2009,62,21,19,130,3,1820,2055
30,171,2009,271,39,42,2198,19,8336,10905
30,172,2009,3,0,0,224,2,261,490
30,173,2009,190,46,28,1212,20,5781,7277
30,192,2009,87,7,31,723,4,3815,4667
30,193,2009,50,9,23,1388,4,2844,4318
30,203,2009,138,20,34,576,13,5841,6622
30,239,2009,69,7,36,211,6,3546,3875
30,251,2009,146,10,61,469,1,4182,4869
30,266,2009,82,16,44,628,1,4899,5670
30,432,2009,126,28,11,450,10,4990,5615
30,441,2009,115,11,31,699,9,4003,4868
30,450,2009,41,7,13,263,2,2032,2358
30,506,2009,94,15,36,329,1,4039,4514
30,540,2009,150,18,49,537,9,4389,5152
30,541,2009,78,3,25,649,4,2241,3000
30,604,2009,109,7,39,353,5,3463,3976
30,614,2009,64,14,44,406,1,3881,4410
30,632,2009,23,3,7,116,0,947,1096
30,672,2009,27,11,13,103,4,1362,1520
30,685,2009,78,5,27,216,4,2718,3048
30,723,2009,128,10,56,328,1,2878,3401
30,749,2009,116,32,91,308,3,5231,5781
30,750,2009,47,20,39,399,3,1896,2404
30,805,2009,66,5,30,302,1,2130,2534
30,851,2009,149,5,36,1131,8,6079,7408
30,852,2009,103,9,49,342,7,4704,5214
30,855,2009,302,44,66,841,5,6482,7740
30,856,2009,79,5,26,369,1,1331,1811
30,857,2009,82,12,20,226,6,3721,4067
30,858,2009,128,12,21,271,3,3632,4067
30,859,2009,68,1,16,203,0,2892,3180
30,860,2009,220,20,35,745,3,4413,5436
30,869,2009,87,12,61,1212,3,3833,5208
30,876,2009,0,0,0,95,0,75,170
30,877,2009,86,10,17,226,6,3566,3911
30,878,2009,39,6,20,567,0,2961,3593
30,908,2009,125,18,46,573,10,6090,6862
30,916,2009,168,62,80,529,8,6324,7171
30,918,2009,105,16,50,530,4,3723,4428
30,872,2009,4101,596,1372,21077,194,147351,174691
31,233,2009,24,18,9,62,1,306,420
31,634,2009,49,48,32,147,6,734,1016
31,815,2009,39,48,27,193,8,1174,1489
31,931,2009,80,76,53,321,14,2017,2561
31,872,2009,192,190,121,723,29,4231,5486
32,5,2009,283,40,243,2033,83,4022,6704
32,15,2009,365,58,244,1479,54,3533,5733
32,18,2009,215,38,148,1066,70,3638,5175
32,26,2009,64,19,56,149,15,753,1056
32,49,2009,72,11,44,131,26,724,1008
32,54,2009,98,17,71,270,31,1265,1752
32,55,2009,250,29,96,254,43,1876,2548
32,61,2009,132,15,53,235,16,987,1438
32,62,2009,66,38,89,264,32,1390,1879
32,67,2009,59,9,28,198,31,603,928
32,71,2009,28,8,23,69,10,277,415
32,73,2009,45,23,41,184,24,1117,1434
32,80,2009,97,19,107,365,39,2235,2862
32,84,2009,311,77,168,813,47,3312,4728
32,91,2009,30,12,22,121,15,707,907
32,128,2009,119,30,87,278,22,2111,2647
32,143,2009,248,38,102,431,53,1723,2595
32,166,2009,43,3,23,132,13,600,814
32,183,2009,27,20,14,76,9,314,460
32,230,2009,39,9,44,140,30,805,1067
32,267,2009,160,18,54,350,42,1454,2078
32,268,2009,98,5,75,332,35,1927,2472
32,269,2009,48,22,74,311,18,1314,1787
32,273,2009,121,17,69,192,23,845,1267
32,275,2009,98,28,53,177,38,1227,1621
32,279,2009,223,26,142,513,47,2100,3051
32,281,2009,31,1,3,1300,1,912,2248
32,303,2009,173,24,83,2527,22,1878,4707
32,305,2009,531,53,491,4966,66,5714,11821
32,306,2009,72,3,21,199,29,636,960
32,312,2009,96,29,88,238,42,1253,1746
32,315,2009,135,43,107,1038,50,2533,3906
32,331,2009,36,16,18,55,20,327,472
32,337,2009,131,29,91,301,45,2102,2699
32,340,2009,101,22,73,256,23,1188,1663
32,368,2009,91,26,43,201,16,770,1147
32,388,2009,50,11,33,113,34,875,1116
32,404,2009,105,18,90,256,47,1614,2130
32,409,2009,54,14,43,260,27,746,1144
32,436,2009,67,8,56,100,25,922,1178
32,438,2009,67,17,88,151,22,1445,1790
32,439,2009,227,40,282,1437,73,4753,6812
32,440,2009,85,15,42,102,29,681,954
32,458,2009,67,15,41,160,27,1010,1320
32,474,2009,119,37,88,322,40,1753,2359
32,513,2009,34,9,20,54,22,905,1044
32,522,2009,27,13,12,71,8,482,613
32,532,2009,200,56,323,3292,53,8500,12424
32,543,2009,34,17,28,77,17,659,832
32,548,2009,22,11,24,93,17,391,558
32,549,2009,150,16,83,292,36,1199,1776
32,563,2009,180,20,76,682,25,3011,3994
32,564,2009,75,15,50,188,10,686,1024
32,567,2009,340,46,193,1438,41,3317,5375
32,573,2009,38,11,14,163,19,951,1196
32,577,2009,244,69,197,830,32,2636,4008
32,591,2009,381,58,162,717,27,2772,4117
32,675,2009,54,15,61,120,27,1557,1834
32,683,2009,101,22,84,271,27,1458,1963
32,697,2009,103,30,67,225,29,1720,2174
32,724,2009,175,51,105,550,24,1529,2434
32,743,2009,125,14,41,424,35,1782,2421
32,757,2009,18,13,29,116,9,779,964
32,774,2009,230,43,107,298,54,1699,2431
32,784,2009,18,8,23,83,9,475,616
32,789,2009,22,9,30,142,14,483,700
32,804,2009,165,61,156,452,75,2263,3172
32,810,2009,47,25,30,118,11,731,962
32,831,2009,24,3,9,92,10,303,441
32,836,2009,109,16,71,355,28,1704,2283
32,896,2009,107,48,96,265,40,1226,1782
32,907,2009,75,10,41,818,29,2175,3148
32,872,2009,8675,1759,6083,36771,2232,117364,172884
33,19,2009,12,4,5,69,4,152,246
33,60,2009,3,3,1,9,2,51,69
33,161,2009,4,1,0,33,0,74,112
33,162,2009,9,1,2,15,2,53,82
33,226,2009,65,30,76,640,11,1603,2425
33,338,2009,125,26,68,495,22,1532,2268
33,610,2009,44,14,37,234,23,576,928
33,671,2009,11,4,13,56,6,135,225
33,676,2009,5,0,1,27,1,116,150
33,738,2009,0,2,2,9,3,43,59
33,848,2009,2,1,3,27,1,80,114
33,888,2009,99,21,60,512,19,1312,2023
33,901,2009,1,4,7,17,0,72,101
33,872,2009,380,111,275,2143,94,5799,8802
34,0,2009,467,166,368,2069,54,9922,13046
34,1,2009,215,280,128,2045,63,10893,13624
34,46,2009,39,13,27,301,17,964,1361
34,78,2009,97,33,36,254,28,1138,1586
34,131,2009,114,52,52,486,18,1980,2702
34,146,2009,181,55,135,796,30,4359,5556
34,194,2009,192,139,151,342,13,2628,3465
34,210,2009,125,49,56,140,7,1225,1602
34,218,2009,52,54,50,651,2,1820,2629
34,346,2009,135,48,94,622,25,3140,4064
34,349,2009,106,39,130,918,21,4286,5500
34,351,2009,28,1,2,322,1,101,455
34,392,2009,212,193,206,1431,11,4392,6445
34,465,2009,7,0,0,119,0,35,161
34,488,2009,112,42,129,3208,10,10114,13615
34,552,2009,226,197,178,365,10,2951,3927
34,590,2009,791,568,408,941,51,9549,12308
34,602,2009,507,175,297,1378,44,6305,8706
34,663,2009,266,57,79,414,31,2870,3717
34,692,2009,87,41,90,473,40,2918,3649
34,695,2009,71,53,27,234,9,1112,1506
34,767,2009,17,1,6,236,3,110,373
34,793,2009,2,0,1,75,0,38,116
34,898,2009,138,80,100,393,18,2194,2923
34,872,2009,4187,2336,2750,18213,506,85044,113036
0,37,2009,19,18,16,228,1,639,921
0,631,2009,0,0,0,3,0,17,20
0,872,2009,19,18,16,231,1,656,941
5,165,2009,40,29,40,1999,2,1445,3555
5,872,2009,40,29,40,1999,2,1445,3555
7,208,2009,15,4,12,108,0,303,442
7,872,2009,15,4,12,108,0,303,442
8,213,2009,9,1,0,65,0,133,208
8,254,2009,0,0,0,13,0,55,68
8,872,2009,9,1,0,78,0,188,276
9,154,2009,0,0,0,0,0,194,194
9,157,2009,53,28,93,1515,6,1138,2833
9,198,2009,9,2,0,5,0,75,91
9,227,2009,921,469,2536,23979,141,22205,50251
9,259,2009,106,52,299,3263,10,2649,6379
9,262,2009,0,0,0,0,0,190,190
9,318,2009,14,4,11,736,1,98,864
9,359,2009,1,0,2,67,0,499,569
9,630,2009,8,6,46,640,1,791,1492
9,634,2009,63,19,140,1208,8,1470,2908
9,639,2009,130,47,375,2256,15,1897,4720
9,640,2009,104,54,218,2510,13,1777,4676
9,645,2009,118,41,332,2212,21,2245,4969
9,815,2009,58,42,133,2783,10,2327,5353
9,819,2009,77,59,318,2877,18,2918,6267
9,820,2009,92,52,241,1518,17,1690,3610
9,832,2009,4,0,0,0,0,21,25
9,931,2009,84,63,328,2389,21,2226,5111
18,521,2009,1,1,0,11,0,121,134
18,872,2009,1,1,0,11,0,121,134
26,443,2009,8,0,1,72,0,643,724
26,684,2009,54,1,17,719,0,3076,3867
26,872,2009,62,1,18,791,0,3719,4591
1,3,2010,188,48,55,513,18,4133,4955
1,35,2010,238,20,81,1042,20,4453,5854
1,184,2010,150,44,85,645,32,4262,5218
1,204,2010,139,39,63,641,15,4797,5694
1,207,2010,271,95,150,5439,43,10350,16348
1,260,2010,162,66,51,1165,20,4885,6349
1,323,2010,9,0,4,223,0,51,287
1,324,2010,214,38,55,885,20,5300,6512
1,325,2010,69,12,27,885,13,2202,3208
1,355,2010,277,45,121,5876,44,11186,17549
1,448,2010,225,65,158,971,39,6862,8320
1,462,2010,163,62,71,732,17,4526,5571
1,505,2010,159,54,75,767,22,4742,5819
1,511,2010,301,49,85,722,19,6082,7258
1,542,2010,235,89,87,1501,34,4758,6704
1,566,2010,155,49,83,890,29,4063,5269
1,613,2010,186,68,81,934,32,6435,7736
1,629,2010,158,28,77,1028,6,4482,5779
1,633,2010,143,62,65,1056,21,4468,5815
1,682,2010,197,29,84,657,13,4462,5442
1,711,2010,41,10,30,521,4,1416,2022
1,726,2010,59,19,21,190,19,1368,1676
1,768,2010,2,1,1,365,0,93,462
1,825,2010,74,35,31,452,5,4313,4910
1,868,2010,66,10,26,759,5,1741,2607
1,913,2010,82,25,87,1572,17,4050,5833
1,915,2010,4,1,0,370,3,71,449
1,919,2010,105,42,27,361,8,2769,3312
1,920,2010,49,53,34,1609,11,5356,7112
1,921,2010,66,32,19,397,14,3334,3862
1,926,2010,68,28,49,279,7,2286,2717
1,927,2010,37,17,28,373,12,2049,2516
1,932,2010,199,127,142,1686,26,6093,8273
1,872,2010,4491,1362,2053,35506,588,137438,181438
2,39,2010,1,1,0,10,0,17,29
2,168,2010,6,4,7,74,0,158,249
2,248,2010,4,3,3,44,0,65,119
